order_id,customer_id,order_status_id,ship_address_id,shipper_id,order_date,total_amount
11001,1932,3,1848,152,2024-12-24,1344.41
11002,970,2,2188,329,2024-08-06,1204.27
11003,763,3,118,406,2024-10-19,4464.490000000001
11004,2133,2,2395,23,2024-10-08,4311.25
11005,3156,3,90,481,2024-11-09,3433.99
11006,2111,3,2310,441,2024-05-19,3881.6299999999997
11007,3424,4,279,433,2024-09-26,5201.46
11008,732,4,3,497,2024-06-14,12907.019999999999
11009,4892,4,680,162,2024-09-22,4773.61
11010,3052,1,2588,433,2025-01-29,1773.38
11011,3395,4,783,209,2024-06-14,5133.12
11012,3773,3,2573,475,2025-01-07,4178.88
11013,2084,4,2084,397,2025-02-12,4382.4
11014,1377,1,1524,159,2024-06-16,2728.08
11015,2075,2,1888,19,2024-09-27,2403.5899999999997
11016,1477,1,1773,156,2024-05-20,1656.56
11017,25,2,718,325,2024-10-13,4172.08
11018,617,1,2674,27,2024-09-03,4880.63
11019,2495,4,633,76,2025-04-05,5015.97
11020,1372,1,2946,100,2024-05-22,13890.310000000001
11021,2645,2,840,230,2024-05-20,6221.7
11022,2921,1,2786,279,2024-07-07,32.8
11023,2739,4,1292,276,2025-04-09,3073.1600000000003
11024,4358,3,717,499,2025-04-28,5275.5199999999995
11025,63,4,1160,458,2024-05-21,4325.2
11026,248,4,918,456,2024-07-22,3029.6400000000003
11027,1402,3,1279,105,2024-06-11,7689.17
11028,2422,3,73,483,2024-07-19,8028.960000000001
11029,1328,3,1677,213,2025-01-13,7281.98
11030,91,3,1488,15,2025-02-25,3261.21
11031,3872,2,293,64,2025-03-03,462.22
11032,2184,2,2101,179,2025-04-14,4677.24
11033,1759,4,536,334,2025-01-31,10883.590000000002
11034,3408,1,2146,482,2024-10-12,2925.1400000000003
11035,4291,1,2349,28,2024-10-04,7048.76
11036,3272,1,1628,496,2024-06-11,6140.25
11037,3489,1,2592,403,2024-08-12,2273.18
11038,475,4,561,112,2025-03-08,5363.64
11039,286,4,360,216,2024-12-19,279.39
11040,176,4,2182,190,2024-06-20,6968.4400000000005
11041,2368,2,1866,441,2024-06-30,2915.62
11042,3708,1,2824,365,2025-02-19,2920.4300000000003
11043,2944,3,308,131,2024-12-06,2784.82
11044,2887,3,262,376,2025-03-28,3794.0299999999997
11045,1051,1,221,381,2025-02-16,4507.23
11046,1344,4,183,279,2025-05-05,4972.4
11047,4369,3,2414,71,2024-09-28,1812.12
11048,2117,3,366,327,2025-01-15,4618.44
11049,1264,2,396,343,2024-06-15,304.36
11050,2122,2,2256,310,2024-06-04,2255.11
11051,1121,1,335,56,2024-11-03,4972.7300000000005
11052,2566,1,2701,271,2025-03-26,2560.04
11053,172,3,2344,132,2024-11-19,1646.49
11054,662,1,1021,317,2024-06-15,6060.47
11055,346,1,156,19,2024-07-20,2213.7
11056,1319,2,390,68,2024-07-31,1729.94
11057,3323,2,2499,455,2024-08-12,3745.6
11058,1946,1,1511,360,2025-01-15,8252.84
11059,2253,1,948,56,2024-07-01,9975.49
11060,3036,1,331,145,2024-11-25,2057.58
11061,3553,4,1873,450,2025-01-13,369.76
11062,2789,3,2592,210,2025-02-11,3896.3100000000004
11063,3716,2,2913,257,2024-10-31,2447.56
11064,4093,2,1792,148,2024-09-09,4570.21
11065,4535,3,2296,122,2024-05-27,699.96
11066,3856,1,2647,476,2024-10-21,1907.8300000000002
11067,413,4,1096,33,2024-09-01,801.99
11068,1134,1,1672,195,2024-12-10,4631.8
11069,1216,1,122,291,2024-11-27,4539.16
11070,2953,4,2600,53,2024-12-10,1675.81
11071,1522,1,1299,407,2024-10-02,3663.3599999999997
11072,2687,2,2048,42,2024-11-08,120.72
11073,3552,3,1283,236,2025-02-19,2147.25
11074,2175,4,118,347,2024-06-01,2572.7099999999996
11075,1005,2,2608,364,2024-07-22,5661.37
11076,4858,3,127,236,2024-06-07,10355.84
11077,3710,1,81,329,2025-02-02,1758.6999999999998
11078,1844,4,2374,458,2024-06-20,5787.459999999999
11079,1953,3,1413,397,2024-05-21,2502.9900000000002
11080,2530,4,1102,115,2025-05-15,4316.099999999999
11081,2831,4,736,3,2024-10-25,2444.6499999999996
11082,3943,4,104,433,2024-08-17,7381.14
11083,1930,3,2146,119,2024-12-29,671.92
11084,1204,1,835,218,2024-11-30,2773.8999999999996
11085,2452,3,162,173,2025-02-22,1420.34
11086,4380,4,1862,321,2024-09-04,2228.74
11087,3009,4,1368,69,2024-06-09,9833.59
11088,2271,4,1856,398,2024-11-22,3956.36
11089,578,4,1858,441,2024-11-21,2781.8400000000006
11090,315,2,2487,269,2024-07-06,3427.24
11091,2942,1,2105,457,2025-01-01,8936.73
11092,4089,4,893,390,2024-08-04,4231.780000000001
11093,4896,3,2952,489,2024-11-14,4742.75
11094,2646,1,2063,61,2024-11-12,5609.79
11095,2538,3,937,294,2024-11-09,2881.14
11096,3827,4,2173,202,2025-01-05,2519.92
11097,735,2,2796,427,2024-12-02,4574.61
11098,4986,3,2951,382,2024-11-11,8572.19
11099,2409,2,34,375,2024-12-29,1616.95
11100,2112,3,678,269,2024-11-03,315.49
11101,225,2,1587,407,2024-08-27,1708.48
11102,3190,4,1079,96,2024-08-05,3889.59
11103,3841,1,2460,181,2024-06-29,4373.89
11104,571,4,1511,58,2025-04-16,2284.39
11105,2717,2,666,309,2025-01-09,3266.66
11106,1869,4,2509,425,2024-07-29,5501.02
11107,1397,3,629,197,2024-08-07,542.3100000000001
11108,248,3,2471,499,2025-02-23,1979.15
11109,2193,2,2494,323,2025-04-18,4596.6
11110,149,2,486,186,2025-01-12,627.28
11111,128,4,1802,205,2025-01-07,6029.4
11112,4695,3,2420,54,2024-08-06,4189.09
11113,2732,1,2209,253,2024-05-22,1268.55
11114,441,4,987,357,2025-04-29,3517.7
11115,2825,1,1357,228,2024-11-18,6110.57
11116,1330,4,2970,254,2025-02-19,255.73
11117,3943,4,546,464,2024-09-11,1513.5
11118,1375,4,1246,408,2024-08-21,754.23
11119,3387,1,2690,273,2025-04-11,6249.41
11120,4269,3,639,14,2025-03-05,3416.92
11121,1029,1,1749,452,2024-05-21,3611.73
11122,2825,1,2711,71,2024-05-28,1437.41
11123,1942,4,2291,116,2024-10-07,2078.39
11124,3601,2,1955,290,2024-11-18,1302.3300000000002
11125,1467,3,2514,257,2025-01-25,9752.86
11126,4935,4,1736,355,2024-10-20,8001.4400000000005
11127,2319,3,352,21,2025-01-19,988.76
11128,292,1,630,250,2025-02-23,1173.76
11129,4667,4,281,340,2025-05-08,2801.8399999999997
11130,3631,4,1143,15,2024-12-29,4113.56
11131,3955,4,1769,206,2025-04-04,4406.7300000000005
11132,3737,3,935,454,2024-08-20,11015.07
11133,1229,2,1738,69,2024-05-24,2021.25
11134,4408,3,1294,308,2024-05-29,399.68
11135,1475,3,1701,28,2024-12-31,3162.4100000000003
11136,999,3,352,137,2025-01-18,228.61999999999998
11137,4930,4,92,25,2024-09-08,4984.9400000000005
11138,4852,3,860,490,2024-07-28,1803.86
11139,1345,2,2427,235,2024-07-16,777.2800000000001
11140,664,2,1142,358,2024-06-11,4312.429999999999
11141,3836,4,67,48,2024-12-02,2632.2
11142,4474,3,2502,33,2024-09-11,8107.5
11143,2882,1,563,164,2025-05-18,623.24
11144,3203,2,255,439,2024-06-08,5969.42
11145,4113,4,2360,128,2024-08-17,11061.61
11146,2463,4,2170,384,2025-04-14,5891.11
11147,4424,1,827,73,2025-04-30,4291.29
11148,1850,3,687,60,2024-11-25,6325.94
11149,4719,2,1111,251,2024-11-09,5550.360000000001
11150,2258,4,1739,481,2025-04-29,390.43
11151,1982,1,2443,413,2024-06-24,1645.1
11152,1160,1,721,284,2024-10-02,6494.610000000001
11153,993,3,1478,277,2024-11-10,6030.57
11154,1380,1,2392,444,2024-07-09,6915.389999999999
11155,2127,1,1156,288,2025-02-24,1090.74
11156,1322,4,777,63,2024-07-12,5857.620000000001
11157,2356,1,1664,207,2024-10-15,2669.2699999999995
11158,2047,2,1923,200,2024-07-25,7482.32
11159,4078,4,612,5,2024-08-20,3729.2400000000007
11160,480,1,666,492,2024-09-08,2227.47
11161,1377,4,1425,192,2024-08-22,3877.12
11162,2608,2,1969,285,2024-07-11,3530.42
11163,1794,2,503,433,2024-06-22,3181.3
11164,3169,4,2091,186,2024-05-29,6044.41
11165,1822,4,1360,123,2024-11-05,5777.07
11166,987,1,693,16,2025-03-16,1194.51
11167,2585,1,761,364,2025-04-07,600.9499999999999
11168,1304,1,1411,460,2024-12-26,4572.37
11169,4648,4,1355,431,2024-06-04,4212.71
11170,2952,1,92,393,2025-05-12,2385.5
11171,2189,1,2856,47,2024-06-02,3317.56
11172,1058,3,2950,336,2025-05-13,6316.26
11173,3867,1,1124,67,2024-09-20,4720.19
11174,4506,4,939,66,2024-06-20,131.16
11175,4585,1,813,116,2024-06-11,9480.119999999999
11176,1742,2,1779,224,2024-09-17,457.16
11177,36,3,1946,422,2024-08-29,898.92
11178,3128,2,1096,111,2024-08-21,2765.7999999999997
11179,3969,4,2864,322,2024-10-29,2556.48
11180,3523,3,2718,100,2025-02-10,10267.47
11181,1625,2,1848,495,2024-08-29,1751.6999999999998
11182,4693,3,1964,424,2024-11-14,2031.25
11183,2173,4,756,8,2024-10-09,3027.37
11184,3056,3,1035,232,2024-08-22,2733.8
11185,2892,2,2377,16,2025-02-03,2180.58
11186,1054,1,2014,448,2024-11-06,7654.880000000001
11187,374,3,1370,113,2025-05-08,2000.65
11188,1275,1,2919,138,2024-11-03,3576.4199999999996
11189,3407,3,1837,49,2024-09-01,10988.23
11190,3196,4,471,363,2024-08-20,7057.23
11191,933,2,1561,64,2024-08-28,1949.8
11192,3285,4,4,168,2025-05-17,2052.9700000000003
11193,3535,3,1022,315,2024-12-26,6855.579999999999
11194,1349,4,2747,254,2025-01-02,39.84
11195,3580,3,852,407,2024-11-27,6601.32
11196,2017,4,502,130,2025-01-14,1157.3000000000002
11197,3631,2,1866,66,2025-05-03,139.09
11198,2423,4,17,427,2025-04-25,4474.24
11199,1141,1,1221,352,2024-05-24,10346.51
11200,3968,2,2354,369,2024-12-22,2114.3100000000004
11201,3414,3,799,9,2024-06-13,5738.800000000001
11202,316,1,2409,346,2024-08-13,2601.55
11203,1534,1,1353,117,2024-08-02,5628.870000000001
11204,1593,2,175,455,2024-07-11,4422.860000000001
11205,3354,1,692,295,2025-03-08,1176.65
11206,2306,4,1600,404,2025-03-12,1169.22
11207,2845,1,742,338,2024-08-02,8021.32
11208,1862,2,2405,156,2024-06-07,9009.33
11209,1299,4,1342,277,2025-04-02,1784.27
11210,3266,3,289,52,2024-11-20,2009.1999999999998
11211,136,2,1257,288,2024-11-17,4142.6900000000005
11212,4114,2,140,364,2024-06-17,5507.16
11213,914,2,1819,229,2025-01-17,30.869999999999997
11214,3775,1,2734,363,2025-03-11,1913.8300000000002
11215,4067,4,2234,65,2024-07-05,776.54
11216,2640,2,1993,130,2024-12-29,3742.12
11217,1795,1,2473,44,2024-09-06,8093.02
11218,570,2,437,236,2024-09-22,9848.03
11219,601,4,1001,380,2024-08-22,3181.3999999999996
11220,1658,1,2733,215,2025-03-30,3754.36
11221,591,2,2456,360,2024-12-05,1373.1599999999999
11222,1451,4,861,436,2024-08-09,720.6
11223,3583,2,2969,131,2024-11-01,30.84
11224,3382,3,1021,451,2025-01-29,2366.14
11225,3234,3,2276,416,2025-03-24,2812.75
11226,1665,4,1501,57,2025-04-07,1533.66
11227,3752,2,1861,251,2025-01-05,511.77
11228,2147,2,2318,439,2024-06-15,1285.5
11229,989,3,2684,455,2024-06-13,5503.1
11230,714,1,2897,484,2024-09-05,5894.299999999999
11231,3507,3,131,499,2024-11-08,1969.85
11232,2510,4,82,241,2025-04-09,13344.72
11233,4113,1,1231,274,2024-06-28,5896.97
11234,1657,1,2888,207,2025-05-18,2973.94
11235,3100,3,269,146,2025-01-12,4696.65
11236,2979,1,2357,30,2024-05-29,7062.34
11237,895,2,1944,118,2025-04-28,6644.4
11238,1099,3,1216,128,2025-04-13,57.72
11239,2421,1,2692,145,2024-08-05,4134.280000000001
11240,3077,3,2665,305,2024-10-30,3541.24
11241,842,3,2119,377,2025-01-03,2447.5
11242,4790,2,1040,433,2024-09-16,3991.14
11243,895,3,1017,329,2024-10-10,7272.35
11244,2450,2,497,406,2025-02-25,1282.6
11245,2634,1,2914,41,2025-04-22,3446.4799999999996
11246,2388,2,2868,334,2024-06-30,5959.85
11247,746,1,2265,433,2024-10-23,6097.84
11248,643,3,1501,305,2025-03-10,627.5
11249,4801,4,15,333,2025-01-19,2625.06
11250,553,1,1116,214,2024-06-18,574.2800000000001
11251,4323,3,1108,119,2024-06-27,7630.76
11252,4359,1,2038,341,2024-06-19,3115.37
11253,2407,1,2058,271,2024-11-04,5628.06
11254,4839,3,2793,33,2024-05-25,1962.95
11255,3261,4,2218,455,2025-01-25,6527.92
11256,1493,1,444,78,2024-11-18,1124.15
11257,3897,1,1164,107,2024-11-19,6780.120000000001
11258,866,1,1513,291,2024-06-28,3926.7300000000005
11259,4973,1,2924,407,2025-05-16,13226.869999999999
11260,2375,3,505,277,2025-04-20,3022.9399999999996
11261,2229,4,851,214,2024-12-04,7022.6
11262,1699,2,55,41,2025-04-14,3417.2099999999996
11263,2340,2,1847,8,2024-06-15,478.08000000000004
11264,2805,4,1149,88,2025-01-23,3171.79
11265,1866,2,1133,97,2024-09-08,9531.41
11266,4610,4,431,36,2024-12-23,1760.1599999999999
11267,287,2,1120,35,2024-06-20,3389.4799999999996
11268,785,1,1613,148,2025-05-17,7256.73
11269,1638,1,1089,412,2025-02-26,27.200000000000003
11270,2736,1,2701,458,2024-09-08,5115.7699999999995
11271,4531,2,2239,29,2025-01-26,4744.91
11272,2581,4,574,8,2025-01-19,278.29
11273,2092,3,291,181,2024-09-11,5309.13
11274,2561,3,890,155,2024-12-13,8323.91
11275,2823,4,1073,177,2024-08-09,2387.7200000000003
11276,1731,1,759,324,2025-02-26,394.82
11277,2263,1,2847,59,2024-10-07,633.44
11278,2795,1,2952,168,2025-02-27,8793.07
11279,4536,4,1875,312,2025-05-09,8721.64
11280,1014,1,2407,121,2024-07-21,2040.12
11281,128,4,1171,111,2025-04-13,7083.6
11282,2478,1,129,324,2024-12-14,2073.52
11283,1752,4,2640,292,2024-11-29,2711.46
11284,1842,3,1784,303,2025-02-10,8326.88
11285,3244,1,343,370,2024-08-01,5272.580000000001
11286,3608,3,797,222,2025-04-09,7415.11
11287,4728,3,1105,403,2024-08-21,6005.91
11288,2029,3,262,219,2024-11-16,3397.19
11289,1072,4,1701,494,2024-11-21,1742.8900000000003
11290,324,3,1802,73,2025-01-26,5796.620000000001
11291,4318,4,1883,340,2025-05-18,3732.0299999999997
11292,4787,3,2898,165,2025-02-08,8772.47
11293,1397,4,8,223,2025-02-19,4088.6000000000004
11294,771,2,2712,268,2024-12-26,2275.4700000000003
11295,402,2,2724,297,2024-12-22,3530.12
11296,3987,1,2976,437,2024-10-12,1158.1000000000001
11297,2807,3,101,4,2024-10-27,5891.76
11298,3072,2,1216,485,2024-06-27,2529.88
11299,4126,4,1281,69,2025-04-16,3137.9700000000003
11300,3322,1,931,32,2024-10-09,4179.61
11301,3276,1,2330,180,2025-05-07,7356.900000000001
11302,1957,4,975,380,2024-10-25,4922.9400000000005
11303,1006,4,634,258,2024-10-29,6820.72
11304,2920,2,1461,85,2025-03-07,424.26
11305,1692,1,244,223,2024-07-09,277.9
11306,310,4,2826,25,2025-01-10,3512.1800000000003
11307,2021,3,489,471,2024-06-16,3879.76
11308,3207,2,1738,416,2025-04-17,10643.689999999999
11309,3181,1,2641,35,2025-02-24,2049.32
11310,4295,1,2121,317,2024-06-17,3733.37
11311,1810,1,167,196,2025-02-20,1773.1999999999998
11312,84,4,2697,360,2024-06-19,2458.99
11313,3264,1,2165,419,2025-04-25,2210.44
11314,1800,3,2014,224,2024-12-31,3631.08
11315,4537,3,82,480,2024-12-16,992.6999999999999
11316,2455,2,335,307,2024-12-06,292.14
11317,3368,3,541,352,2024-10-31,4367.099999999999
11318,1089,2,1521,17,2024-11-15,3431.75
11319,961,4,2422,481,2024-12-14,3061.2999999999997
11320,1,4,177,43,2024-07-29,2096.16
11321,2322,3,2547,288,2024-09-06,579.6899999999999
11322,3187,2,993,423,2024-10-09,5941.0
11323,4612,3,2104,312,2024-10-31,2656.66
11324,4508,1,889,344,2024-06-06,1135.69
11325,41,2,2803,389,2025-03-11,5425.83
11326,3833,3,378,436,2024-05-21,8083.12
11327,4274,3,1762,338,2024-11-30,1584.0
11328,4297,3,397,34,2025-02-20,5528.71
11329,2064,4,1689,253,2025-05-08,10048.67
11330,120,1,307,375,2024-05-24,1266.88
11331,507,3,1193,124,2024-07-27,5774.0199999999995
11332,3030,4,889,12,2025-02-27,7208.16
11333,273,1,531,258,2025-03-10,514.0799999999999
11334,2231,2,1942,297,2024-10-29,1386.27
11335,2404,4,1134,464,2025-01-12,1960.64
11336,3048,2,852,203,2024-10-31,11574.470000000001
11337,4402,4,1541,413,2024-08-01,3182.1099999999997
11338,522,2,2427,392,2025-05-06,6802.2699999999995
11339,1872,4,359,463,2024-07-27,4400.86
11340,1058,2,2085,113,2024-06-13,4042.43
11341,1592,1,443,322,2024-11-17,1749.84
11342,2427,4,1436,463,2025-03-27,2116.6
11343,4581,3,111,370,2024-07-14,7093.299999999999
11344,3415,1,1120,416,2024-09-30,3709.8500000000004
11345,2317,1,2662,3,2024-12-20,4021.1099999999997
11346,1063,4,2178,297,2024-12-29,2755.7699999999995
11347,292,2,549,418,2024-10-22,2111.8199999999997
11348,549,4,2398,72,2025-04-15,613.68
11349,4857,4,38,221,2025-03-03,4066.51
11350,2156,1,44,60,2024-08-21,2728.37
11351,3102,2,446,13,2024-12-05,8569.89
11352,3780,3,1100,331,2024-11-03,5935.0599999999995
11353,1958,1,80,349,2025-02-09,2153.6
11354,2875,3,2993,449,2025-03-03,6584.84
11355,649,2,326,45,2025-03-12,5831.0199999999995
11356,3185,4,2461,381,2024-12-28,5644.58
11357,4205,3,802,110,2025-02-20,7429.820000000001
11358,3477,3,550,420,2025-03-25,8891.550000000001
11359,445,3,555,141,2025-01-29,4347.63
11360,3792,1,2147,172,2024-09-05,788.48
11361,433,4,2129,282,2024-08-24,3840.6299999999997
11362,2663,1,13,377,2024-12-16,6613.42
11363,1993,1,722,9,2025-04-21,8541.17
11364,817,1,2900,166,2024-10-31,7639.58
11365,4704,3,2669,391,2025-01-23,4173.54
11366,3998,2,272,7,2025-03-30,1344.78
11367,2064,2,2393,21,2025-01-19,5788.950000000001
11368,3271,3,1232,423,2024-08-21,36.91
11369,949,2,2912,77,2025-04-29,6549.029999999999
11370,1967,1,1213,398,2025-04-21,1459.06
11371,1042,1,368,430,2024-11-04,2266.2599999999998
11372,4450,3,1711,230,2024-07-02,4415.9
11373,3347,4,2830,275,2024-11-14,4308.1900000000005
11374,4143,4,2032,386,2024-06-04,4677.62
11375,2827,2,2788,141,2024-07-04,9281.16
11376,1610,3,2588,379,2025-04-17,9480.56
11377,581,2,1811,277,2024-09-27,3281.4
11378,1697,3,88,378,2024-06-17,7056.08
11379,1077,2,892,77,2024-08-12,4047.9900000000002
11380,494,1,708,154,2024-11-07,4956.2699999999995
11381,4967,4,2801,402,2024-06-21,5698.2
11382,143,1,2232,89,2024-05-29,1907.0
11383,2018,3,1720,130,2024-09-03,1554.52
11384,3663,1,2799,131,2024-07-21,4416.8
11385,3231,1,2429,299,2024-07-23,5578.84
11386,465,2,2450,250,2025-02-26,9718.369999999999
11387,3309,2,1845,306,2024-06-21,1433.51
11388,1951,3,643,427,2024-09-16,4539.08
